Ticker,FetchTimestamp,Name,Sector,Industry,CurrentPrice,PrevClose,DayChange,DayChangePct,DayAsOf,Ret1M,Ret3M,Ret6M,RetYTD,Ret1Y,Px1M,Px3M,Px6M,PxYTD,Px1Y,Px52wHigh,Px52wLow,PctFrom52wHigh,PctFrom52wLow,MarketCap,PERatio,ForwardPE,PEG,EPS,DividendYieldPct,Beta,ProfitMarginPct,ROEPct,DebtEquity,ShortFloatPct,SMA50,SMA200,PxVsSMA50Pct,PxVsSMA200Pct,RSI14,ATR30,AvgDollarVol30
BLSH,2026-05-25T11:32:01,Bullish,Technology,Software - Infrastructure,35.18,35.96,-0.78,-2.17,2026-05-22,-16.89,14.85,-3.33,-7.1,-48.26,42.33,30.63,36.39,37.87,68.0,118.0,24.79,-70.19,41.91,5334989312.0,,40.47586,,-7.49,,,0.0,-44.64,18.759,17.9,39.0318,,-9.87,,39.98,2.7831,53175326.0
