Ticker,TargetMean,TargetMedian,TargetHigh,TargetLow,UpsideMeanPct,NumAnalysts,StrongBuy,Buy,Hold,Sell,StrongSell
BLSH,48.65,46.5,65.0,40.0,38.29,10.0,0,4,7,0,0
